"LLAVEVIV","P1_1","P1_2","P1_3","P1_4","P1_5","P1_6","P1_7_1","P1_7_2","P1_7_3","P1_7_4","P1_7_5","P1_7_6","P1_7_7","P1_7_8","P1_8_1_1","P1_8_1_2","P1_8_2_1","P1_8_2_2","P1_8_3_1","P1_8_3_2","P2_1","P2_2","P2_3","CVEGEO","CVE_ENT","MENOR10","UPM_DIS","EST_DIS","FAC_VIV","FOLIO","VIV_SEL"
"010063202","3","01","1","1","1","1","1","2","2","1","1","2","1","1","2","","2","","2","","01","","","01","01","2","0046","003",401,"0100632","02"
"010063203","3","02","1","1","1","1","1","1","2","1","2","2","1","2","1","02","2","","2","","03","1","","01","01","2","0046","003",401,"0100632","03"
"010063204","2","02","1","1","1","1","1","2","2","1","2","2","2","","2","","2","","2","","06","1","","01","01","2","0046","003",401,"0100632","04"
"010063205","3","02","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","03","1","","01","01","2","0046","003",401,"0100632","05"
"010063301","2","02","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","02","1","","01","01","2","0047","003",371,"0100633","01"
"010063302","3","01","1","1","1","1","1","1","2","1","2","2","1","2","1","03","2","","2","","04","1","","01","01","2","0047","003",371,"0100633","02"
"010063304","2","02","1","1","1","1","1","1","2","1","1","2","1","1","1","02","2","","1","03","04","1","","01","01","2","0047","003",371,"0100633","04"
"010065601","3","02","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","04","1","","01","01","2","0048","002",346,"0100656","01"
"010065602","3","02","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","04","1","","01","01","2","0048","002",346,"0100656","02"
"010065604","3","02","1","1","1","1","1","1","1","1","2","2","1","1","1","02","2","","2","","04","1","","01","01","2","0048","002",346,"0100656","04"
"010065605","3","01","1","1","1","1","1","2","2","1","2","2","1","2","1","03","2","","2","","02","1","","01","01","2","0048","002",346,"0100656","05"
"010067801","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","02","1","","01","01","2","0049","002",427,"0100678","01"
"010067802","3","01","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","02","1","","01","01","2","0049","002",427,"0100678","02"
"010067803","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","05","1","","01","01","2","0049","002",427,"0100678","03"
"010067804","3","01","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","02","1","","01","01","2","0049","002",427,"0100678","04"
"010067805","3","01","1","1","1","1","1","1","1","2","2","2","2","","2","","2","","2","","01","","","01","01","2","0049","002",427,"0100678","05"
"010068401","3","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","03","1","","01","01","2","0050","003",440,"0100684","01"
"010068402","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","02","2","","2","","04","1","","01","01","2","0050","003",440,"0100684","02"
"010068403","2","03","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","05","1","","01","01","2","0050","003",440,"0100684","03"
"010068404","3","02","1","1","1","1","1","1","2","1","2","2","2","","2","","2","","2","","04","1","","01","01","2","0050","003",440,"0100684","04"
"010068405","3","01","1","1","1","1","1","1","1","1","2","1","1","2","2","","2","","2","","02","1","","01","01","2","0050","003",440,"0100684","05"
"010068501","2","03","1","1","1","1","1","1","2","1","2","2","1","1","1","02","2","","2","","05","1","","01","01","2","0051","001",354,"0100685","01"
"010068502","3","03","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","1","02","05","1","","01","01","2","0051","001",354,"0100685","02"
"010068503","3","01","1","1","1","1","1","1","2","1","2","2","2","","1","01","2","","2","","01","","","01","01","2","0051","001",354,"0100685","03"
"010068504","3","01","1","1","1","1","1","2","2","2","2","2","2","","2","","2","","2","","01","","","01","01","2","0051","001",354,"0100685","04"
"010068505","3","01","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","01","","","01","01","2","0051","001",354,"0100685","05"
"010069001","3","03","1","1","1","1","1","1","2","2","2","2","1","1","2","","1","01","1","01","01","","","01","01","2","0052","002",348,"0100690","01"
"010069003","3","04","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","05","1","","01","01","2","0052","002",348,"0100690","03"
"010069004","3","03","1","1","1","1","1","1","1","1","1","2","1","2","1","02","1","01","2","","04","1","","01","01","2","0052","002",348,"0100690","04"
"010069005","3","03","1","1","1","1","1","1","2","2","1","2","1","2","2","","2","","2","","01","","","01","01","2","0052","002",348,"0100690","05"
"010069501","2","02","1","1","1","1","1","1","2","2","2","2","2","","1","01","2","","2","","02","1","","01","01","2","0053","003",367,"0100695","01"
"010069502","2","02","1","1","1","1","1","2","2","1","2","2","2","","1","02","2","","2","","03","1","","01","01","2","0053","003",367,"0100695","02"
"010069503","3","01","1","1","1","1","1","1","2","1","1","2","1","1","1","01","2","","2","","01","","","01","01","2","0053","003",367,"0100695","03"
"010069504","3","03","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","03","1","","01","01","2","0053","003",367,"0100695","04"
"010069505","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","1","01","2","","04","1","","01","01","2","0053","003",367,"0100695","05"
"010070301","2","01","1","1","1","1","2","2","2","2","2","2","2","","2","","2","","2","","01","","","01","01","2","0054","003",521,"0100703","01"
"010070302","3","02","1","1","1","1","1","2","2","1","1","1","1","2","1","03","2","","2","","04","1","","01","01","2","0054","003",521,"0100703","02"
"010070303","3","01","1","1","1","1","1","1","1","1","1","1","1","1","1","04","2","","2","","02","1","","01","01","2","0054","003",521,"0100703","03"
"010070304","2","02","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","03","1","","01","01","2","0054","003",521,"0100703","04"
"010070305","3","02","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","02","1","","01","01","2","0054","003",521,"0100703","05"
"010071202","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","03","1","","01","01","2","0055","002",415,"0100712","02"
"010071204","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","01","2","","2","","04","1","","01","01","2","0055","002",415,"0100712","04"
"010073201","3","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","02","1","","01","01","2","0056","003",373,"0100732","01"
"010073202","2","02","1","1","1","1","2","2","2","2","2","2","2","","1","01","2","","2","","02","1","","01","01","2","0056","003",373,"0100732","02"
"010073203","3","02","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","04","1","","01","01","2","0056","003",373,"0100732","03"
"010073204","2","02","1","1","1","1","1","1","2","1","2","1","1","2","1","03","2","","2","","05","1","","01","01","2","0056","003",373,"0100732","04"
"010073205","2","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","04","1","","01","01","2","0056","003",373,"0100732","05"
"010074502","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","03","1","","01","01","2","0057","002",394,"0100745","02"
"010074503","3","01","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","2","","03","1","","01","01","2","0057","002",394,"0100745","03"
"010074504","3","01","1","1","1","1","1","1","1","1","1","1","1","1","2","","2","","2","","02","1","","01","01","2","0057","002",394,"0100745","04"
"010074505","3","01","1","1","1","1","1","2","1","1","1","2","1","1","1","02","1","01","2","","01","","","01","01","2","0057","002",394,"0100745","05"
"010076901","2","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","05","1","","01","01","1","0058","004",341,"0100769","01"
"010076902","3","02","1","1","1","1","1","1","2","2","2","2","1","2","2","","2","","2","","08","1","","01","01","1","0058","004",341,"0100769","02"
"010076903","2","02","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","04","1","","01","01","1","0058","004",341,"0100769","03"
"010076904","2","01","2","1","1","1","1","1","1","1","2","2","1","2","1","04","2","","2","","04","1","","01","01","1","0058","004",341,"0100769","04"
"010076905","3","01","1","1","1","1","1","1","2","1","2","2","2","","1","01","2","","2","","02","1","","01","01","1","0058","004",341,"0100769","05"
"010077401","2","02","1","1","1","1","1","1","2","1","2","2","1","1","1","01","1","01","2","","04","1","","01","01","1","0059","005",510,"0100774","01"
"010077402","2","02","1","1","1","1","1","1","2","1","2","2","2","","1","02","2","","2","","05","1","","01","01","1","0059","005",510,"0100774","02"
"010077403","2","03","1","1","1","1","1","2","2","2","2","2","2","","1","02","2","","2","","02","1","","01","01","1","0059","005",510,"0100774","03"
"010077404","2","02","1","1","1","1","2","2","2","2","2","2","2","","2","","2","","2","","04","1","","01","01","1","0059","005",510,"0100774","04"
"010077405","2","01","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","1","01","04","1","","01","01","1","0059","005",510,"0100774","05"
"010077407","3","03","1","1","1","1","1","1","1","1","1","1","1","1","1","01","1","02","2","","03","1","","01","01","1","0059","005",510,"0100774","07"
"010077408","2","01","1","1","1","1","1","1","1","1","2","2","2","","1","01","2","","2","","02","1","","01","01","1","0059","005",510,"0100774","08"
"010077409","1","02","1","1","1","1","1","1","2","1","2","2","1","2","1","01","1","02","2","","04","1","","01","01","1","0059","005",510,"0100774","09"
"010077410","3","02","1","1","1","1","1","1","1","1","1","2","1","1","1","03","2","","1","03","04","1","","01","01","1","0059","005",510,"0100774","10"
"010077411","1","03","1","1","1","1","1","1","1","2","2","2","1","2","1","02","2","","2","","07","1","","01","01","1","0059","005",510,"0100774","11"
"010077413","2","02","1","1","1","1","1","1","2","1","2","2","1","2","2","","2","","2","","05","1","","01","01","1","0059","005",510,"0100774","13"
"010077414","3","03","1","1","1","1","1","1","1","1","2","2","1","2","1","01","2","","2","","06","1","","01","01","1","0059","005",510,"0100774","14"
"010077415","2","01","2","1","1","1","2","2","2","2","2","2","1","2","2","","2","","2","","01","","","01","01","1","0059","005",510,"0100774","15"
"010077416","3","05","1","1","1","1","1","1","1","1","2","1","1","2","1","01","2","","2","","08","1","","01","01","1","0059","005",510,"0100774","16"
"010077418","3","02","1","1","1","1","1","1","1","1","2","2","1","1","1","03","2","","2","","04","1","","01","01","1","0059","005",510,"0100774","18"
"010077419","2","03","1","1","1","1","1","1","1","1","1","1","1","1","1","02","2","","2","","04","1","","01","01","1","0059","005",510,"0100774","19"
"010078401","2","02","1","1","1","1","2","1","1","1","1","1","1","1","1","01","2","","2","","04","1","","01","01","2","0060","003",451,"0100784","01"
"010078402","2","02","1","1","1","1","1","2","2","1","2","2","1","2","2","","2","","1","01","03","1","","01","01","2","0060","003",451,"0100784","02"
"010078403","2","02","1","1","1","1","1","1","2","1","1","1","1","1","1","01","2","","2","","04","1","","01","01","2","0060","003",451,"0100784","03"
"010078405","3","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","03","1","","01","01","2","0060","003",451,"0100784","05"
"010079001","3","02","1","1","1","1","1","2","1","1","1","2","1","1","2","","1","01","2","","03","1","","01","01","2","0061","001",365,"0100790","01"
"010079002","3","02","1","1","1","1","1","1","1","1","1","1","1","1","1","01","2","","2","","05","1","","01","01","2","0061","001",365,"0100790","02"
"010079004","3","02","1","1","1","1","1","1","1","1","2","2","1","2","2","","2","","2","","02","1","","01","01","2","0061","001",365,"0100790","04"
"010079005","3","02","1","1","1","1","1","1","1","1","2","1","1","1","1","01","1","01","2","","04","1","","01","01","2","0061","001",365,"0100790","05"
"010079702","2","02","1","1","1","1","1","1","2","2","2","2","1","1","1","01","1","02","2","","04","1","","01","01","2","0062","003",391,"0100797","02"
"010079703","2","02","1","1","1","1","1","2","2","2","1","2","1","2","1","07","2","","2","","04","1","","01","01","2","0062","003",391,"0100797","03"
"010079704","3","02","1","1","1","1","1","1","1","1","2","2","1","1","2","","1","01","2","","05","1","","01","01","2","0062","003",391,"0100797","04"
"010079705","3","01","1","1","2","1","1","1","2","1","2","2","1","1","2","","2","","2","","01","","","01","01","2","0062","003",391,"0100797","05"
"010079801","3","02","1","1","1","1","1","1","1","1","1","2","1","1","2","","2","","1","01","03","1","","01","01","2","0063","003",338,"0100798","01"
"010079802","3","02","1","1","1","1","1","1","1","1","1","2","1","2","2","","2","","2","","04","1","","01","01","2","0063","003",338,"0100798","02"
"010079803","3","01","1","1","1","1","1","1","1","1","2","1","1","1","2","","2","","2","","04","1","","01","01","2","0063","003",338,"0100798","03"
"010079804","2","02","1","1","1","1","1","1","2","2","2","2","2","","1","02","2","","2","","02","1","","01","01","2","0063","003",338,"0100798","04"
"010079805","3","02","1","1","1","1","1","1","2","1","2","2","1","1","2","","2","","2","","05","1","","01","01","2","0063","003",338,"0100798","05"
"010081401","3","02","1","1","1","1","1","1","1","1","2","1","1","1","2","","2","","2","","03","1","","01","01","2","0064","003",376,"0100814","01"
"010081403","2","01","1","1","1","1","1","1","2","1","2","2","1","2","1","01","2","","2","","02","1","","01","01","2","0064","003",376,"0100814","03"
"010081404","1","01","1","1","1","1","1","1","2","1","2","2","1","1","1","02","2","","1","01","01","","","01","01","2","0064","003",376,"0100814","04"
"010081405","3","02","1","1","1","1","1","1","1","1","1","1","1","1","2","","1","02","2","","04","1","","01","01","2","0064","003",376,"0100814","05"
"010082201","2","02","1","1","1","1","1","1","2","2","2","2","2","","1","01","2","","2","","01","","","01","01","2","0065","003",413,"0100822","01"
"010082202","3","01","1","1","1","1","1","2","2","1","2","2","2","","2","","2","","1","04","01","","","01","01","2","0065","003",413,"0100822","02"
"010082203","3","01","1","1","1","1","1","2","2","2","2","2","2","","2","","2","","2","","03","1","","01","01","2","0065","003",413,"0100822","03"
"010082205","3","02","1","1","1","1","1","1","1","1","2","1","1","1","2","","2","","2","","03","1","","01","01","2","0065","003",413,"0100822","05"
"010082601","3","03","1","1","1","1","1","1","1","1","2","2","1","1","2","","2","","2","","02","1","","01","01","2","0066","001",415,"0100826","01"
